Invoice_id,Cust_id,Year,Product,Product,Sales
27881,198,2017,2,digital,742
27882,19,2015,2,digital,836
27883,92,2019,4,home appliances,728
27884,104,2014,3,sports items,750
27885,12,2014,1,electronics,205
27886,148,2015,3,sports items,769
27887,2,2019,2,digital,677
27888,115,2016,1,electronics,542
27889,106,2019,2,digital,347
27890,218,2018,3,sports items,560
27891,188,2017,2,digital,778
27892,238,2014,1,electronics,779
27893,40,2017,2,digital,57
27894,16,2019,4,home appliances,483
27895,178,2015,2,digital,702
27896,64,2015,3,sports items,334
27897,178,2017,4,home appliances,338
27898,170,2015,3,sports items,103
27899,100,2015,2,digital,923
27900,215,2015,4,home appliances,948
27901,162,2014,4,home appliances,139
27902,155,2015,1,electronics,472
27903,192,2016,1,electronics,855
27904,134,2018,4,home appliances,666
27905,38,2018,3,sports items,652
27906,188,2015,4,home appliances,741
27907,220,2018,1,electronics,895
27908,13,2016,1,electronics,899
27909,149,2016,1,electronics,101
27910,61,2014,4,home appliances,413
27911,106,2016,3,sports items,671
27912,219,2014,2,digital,593
27913,35,2017,4,home appliances,307
27914,93,2015,3,sports items,698
27915,210,2019,3,sports items,254
27916,138,2014,2,digital,526
27917,5,2015,2,digital,405
27918,176,2016,3,sports items,543
27919,62,2016,2,digital,63
27920,192,2017,4,home appliances,724
27921,155,2018,1,electronics,704
27922,203,2014,4,home appliances,725
27923,144,2018,2,digital,94
27924,21,2018,4,home appliances,521
27925,248,2018,4,home appliances,599
27926,78,2014,3,sports items,319
27927,65,2015,2,digital,322
27928,91,2015,3,sports items,57
27929,162,2014,3,sports items,544
27930,185,2014,1,electronics,75
27931,77,2017,2,digital,901
27932,249,2019,3,sports items,261
27933,56,2018,1,electronics,841
27934,94,2017,4,home appliances,383
27935,69,2016,1,electronics,89
27936,150,2019,3,sports items,880
27937,229,2016,1,electronics,900
27938,198,2015,3,sports items,522
27939,31,2014,2,digital,364
27940,69,2017,1,electronics,448
27941,160,2018,2,digital,375
27942,54,2019,1,electronics,133
27943,127,2014,3,sports items,682
27944,188,2018,1,electronics,666
27945,110,2018,2,digital,638
27946,149,2018,3,sports items,784
27947,235,2014,4,home appliances,580
27948,68,2016,4,home appliances,184
27949,138,2019,4,home appliances,721
27950,44,2019,2,digital,718
27951,41,2018,4,home appliances,442
27952,72,2016,1,electronics,554
27953,106,2014,2,digital,524
27954,152,2016,3,sports items,130
27955,153,2018,1,electronics,714
27956,143,2016,1,electronics,857
27957,151,2015,3,sports items,679
27958,10,2015,4,home appliances,447
27959,56,2016,1,electronics,496
27960,134,2017,4,home appliances,80
27961,189,2015,2,digital,821
27962,25,2017,2,digital,695
27963,143,2018,4,home appliances,149
27964,165,2018,3,sports items,605
27965,99,2015,1,electronics,297
27966,102,2015,1,electronics,819
27967,152,2019,2,digital,679
27968,24,2014,2,digital,592
27969,91,2016,2,digital,664
27970,218,2019,1,electronics,731
27971,130,2018,1,electronics,80
27972,206,2016,2,digital,665
27973,117,2018,1,electronics,475
27974,219,2018,3,sports items,233
27975,246,2018,4,home appliances,202
27976,114,2014,1,electronics,291
27977,129,2014,2,digital,931
27978,68,2016,2,digital,589
27979,61,2014,4,home appliances,339
27980,118,2018,3,sports items,936
27981,55,2016,1,electronics,599
27982,80,2018,3,sports items,811
27983,7,2016,3,sports items,84
27984,187,2016,1,electronics,568
27985,49,2018,3,sports items,136
27986,175,2016,3,sports items,835
27987,170,2015,1,electronics,509
27988,84,2016,1,electronics,471
27989,226,2016,4,home appliances,180
27990,58,2016,2,digital,491
27991,38,2017,1,electronics,386
27992,223,2014,1,electronics,745
27993,226,2016,1,electronics,396
27994,73,2014,3,sports items,379
27995,108,2019,2,digital,790
27996,155,2015,2,digital,622
27997,120,2014,2,digital,291
27998,208,2017,3,sports items,164
27999,247,2016,3,sports items,770
28000,91,2018,2,digital,773
28001,136,2015,1,electronics,947
28002,76,2016,4,home appliances,623
28003,135,2017,4,home appliances,691
28004,25,2016,4,home appliances,619
28005,15,2019,2,digital,292
28006,170,2015,4,home appliances,937
28007,216,2018,4,home appliances,92
28008,167,2015,2,digital,464
28009,200,2019,1,electronics,870
28010,232,2017,4,home appliances,883
28011,107,2014,2,digital,857
28012,221,2018,1,electronics,640
28013,116,2017,2,digital,735
28014,181,2014,4,home appliances,669
28015,136,2014,1,electronics,866
28016,25,2015,3,sports items,868
28017,90,2017,3,sports items,292
28018,174,2017,3,sports items,404
28019,43,2015,3,sports items,330
28020,52,2016,1,electronics,598
28021,54,2018,2,digital,840
28022,193,2018,3,sports items,196
28023,73,2017,2,digital,434
28024,142,2015,3,sports items,840
28025,153,2019,2,digital,736
28026,216,2018,3,sports items,790
28027,240,2016,3,sports items,50
28028,216,2016,1,electronics,754
28029,218,2015,3,sports items,659
28030,57,2016,3,sports items,192
28031,199,2018,3,sports items,477
28032,224,2019,3,sports items,564
28033,86,2018,1,electronics,741
28034,11,2016,2,digital,288
28035,116,2014,2,digital,678
28036,9,2014,1,electronics,581
28037,161,2018,4,home appliances,651
28038,223,2019,4,home appliances,409
28039,130,2016,3,sports items,886
28040,128,2015,3,sports items,238
28041,87,2014,4,home appliances,918
28042,160,2017,4,home appliances,711
28043,89,2017,2,digital,697
28044,225,2014,1,electronics,408
28045,201,2014,2,digital,328
28046,199,2016,4,home appliances,431
28047,77,2014,3,sports items,402
28048,230,2018,2,digital,248
28049,102,2014,2,digital,735
28050,111,2017,4,home appliances,246
28051,46,2015,3,sports items,250
28052,144,2018,1,electronics,193
28053,238,2018,1,electronics,366
28054,57,2014,2,digital,907
28055,104,2016,3,sports items,837
28056,237,2015,1,electronics,882
28057,198,2018,4,home appliances,202
28058,225,2018,1,electronics,829
28059,83,2017,3,sports items,799
28060,1,2015,4,home appliances,225
28061,94,2018,1,electronics,731
28062,194,2017,1,electronics,484
28063,198,2016,1,electronics,289
28064,153,2016,2,digital,942
28065,237,2015,1,electronics,775
28066,172,2016,1,electronics,208
28067,5,2016,3,sports items,73
28068,44,2017,1,electronics,542
28069,101,2014,2,digital,364
28070,55,2018,2,digital,589
28071,207,2016,1,electronics,914
28072,237,2018,1,electronics,831
28073,226,2016,3,sports items,490
28074,171,2018,3,sports items,855
28075,3,2015,3,sports items,154
28076,231,2016,2,digital,868
28077,122,2019,1,electronics,329
28078,25,2015,1,electronics,701
28079,54,2014,4,home appliances,461
28080,213,2014,1,electronics,734
28081,153,2015,3,sports items,925
28082,29,2017,1,electronics,192
28083,190,2018,3,sports items,530
28084,71,2014,3,sports items,452
28085,161,2015,2,digital,314
28086,37,2019,3,sports items,914
28087,79,2017,1,electronics,856
28088,24,2015,4,home appliances,374
28089,115,2014,4,home appliances,291
28090,137,2019,2,digital,210
28091,94,2016,2,digital,638
28092,144,2015,4,home appliances,95
28093,60,2019,4,home appliances,844
28094,33,2016,3,sports items,948
28095,10,2019,1,electronics,526
28096,58,2016,4,home appliances,508
28097,128,2019,4,home appliances,669
28098,148,2018,3,sports items,744
28099,111,2016,1,electronics,499
28100,13,2017,2,digital,133
28101,129,2015,1,electronics,885
28102,75,2018,2,digital,505
28103,118,2018,1,electronics,698
28104,192,2014,4,home appliances,904
28105,231,2016,1,electronics,654
28106,154,2017,3,sports items,374
28107,57,2019,3,sports items,301
28108,112,2019,2,digital,762
28109,189,2019,2,digital,855
28110,179,2017,3,sports items,592
28111,65,2014,2,digital,804
28112,155,2016,1,electronics,727
28113,108,2018,2,digital,393
28114,41,2019,3,sports items,598
28115,222,2015,3,sports items,459
28116,247,2019,1,electronics,852
28117,200,2015,4,home appliances,357
28118,36,2019,2,digital,168
28119,197,2016,1,electronics,801
28120,214,2018,4,home appliances,193
28121,21,2016,2,digital,455
28122,23,2015,3,sports items,155
28123,59,2014,4,home appliances,253
28124,165,2015,3,sports items,901
28125,54,2016,3,sports items,725
28126,75,2017,4,home appliances,81
28127,173,2014,2,digital,864
28128,6,2014,2,digital,737
28129,243,2019,1,electronics,712
28130,55,2016,3,sports items,603
28131,138,2018,1,electronics,266
28132,202,2017,4,home appliances,659
28133,49,2017,1,electronics,89
28134,101,2018,2,digital,285
28135,250,2014,2,digital,505
28136,8,2015,4,home appliances,735
28137,244,2014,2,digital,298
28138,94,2018,1,electronics,207
28139,11,2019,3,sports items,347
28140,145,2018,2,digital,74
28141,151,2018,3,sports items,452
28142,248,2019,1,electronics,655
28143,202,2016,3,sports items,940
28144,180,2018,1,electronics,765
28145,162,2019,1,electronics,582
28146,190,2017,3,sports items,318
28147,208,2019,3,sports items,227
28148,56,2015,1,electronics,184
28149,4,2014,3,sports items,666
28150,139,2014,2,digital,890
28151,120,2019,2,digital,171
28152,91,2017,1,electronics,316
28153,222,2016,3,sports items,292
28154,221,2018,2,digital,590
28155,40,2019,4,home appliances,834
28156,186,2018,2,digital,300
28157,82,2015,4,home appliances,75
28158,195,2015,2,digital,863
28159,213,2018,1,electronics,309
28160,104,2019,1,electronics,881
28161,22,2018,2,digital,794
28162,218,2019,1,electronics,641
28163,198,2018,2,digital,418
28164,210,2019,3,sports items,538
28165,223,2018,1,electronics,76
28166,93,2016,2,digital,871
28167,177,2015,1,electronics,686
28168,230,2014,4,home appliances,305
28169,166,2018,4,home appliances,65
28170,121,2018,1,electronics,339
28171,43,2014,1,electronics,159
28172,15,2018,4,home appliances,918
28173,32,2018,4,home appliances,657
28174,195,2018,3,sports items,864
28175,241,2018,2,digital,677
28176,185,2018,4,home appliances,734
28177,193,2018,3,sports items,382
28178,14,2017,1,electronics,702
28179,233,2014,4,home appliances,163
28180,134,2015,2,digital,272
28181,198,2018,2,digital,622
28182,48,2014,2,digital,398
28183,220,2014,1,electronics,385
28184,6,2019,1,electronics,158
28185,81,2016,3,sports items,163
28186,184,2017,3,sports items,905
28187,235,2019,3,sports items,882
28188,12,2015,1,electronics,796
28189,224,2016,3,sports items,68
28190,42,2018,3,sports items,854
28191,242,2014,1,electronics,722
28192,158,2014,3,sports items,644
28193,50,2015,4,home appliances,293
28194,225,2016,3,sports items,697
28195,231,2019,4,home appliances,431
28196,213,2019,4,home appliances,484
28197,134,2014,3,sports items,532
28198,88,2015,4,home appliances,142
28199,203,2014,3,sports items,698
28200,184,2017,1,electronics,481
28201,22,2015,3,sports items,144
28202,123,2016,4,home appliances,328
28203,62,2017,1,electronics,73
28204,249,2015,4,home appliances,270
28205,161,2014,3,sports items,177
28206,5,2014,2,digital,741
28207,193,2018,1,electronics,865
28208,107,2014,4,home appliances,707
28209,159,2016,3,sports items,200
28210,75,2016,3,sports items,492
28211,165,2019,2,digital,824
28212,3,2017,4,home appliances,774
28213,230,2019,4,home appliances,768
28214,201,2016,4,home appliances,710
28215,69,2016,4,home appliances,590
28216,226,2016,1,electronics,801
28217,244,2019,1,electronics,462
28218,82,2017,4,home appliances,391
28219,122,2015,2,digital,168
28220,224,2018,1,electronics,687
28221,62,2016,3,sports items,232
28222,181,2016,3,sports items,786
28223,166,2017,4,home appliances,732
28224,188,2015,3,sports items,573
28225,113,2017,4,home appliances,93
28226,35,2014,1,electronics,529
28227,29,2018,4,home appliances,927
28228,159,2019,4,home appliances,83
28229,124,2019,4,home appliances,225
28230,200,2016,2,digital,225
28231,135,2015,1,electronics,677
28232,61,2019,3,sports items,154
28233,19,2019,1,electronics,825
28234,33,2016,2,digital,217
28235,195,2019,2,digital,426
28236,141,2018,1,electronics,344
28237,38,2014,4,home appliances,610
28238,60,2016,3,sports items,612
28239,173,2019,1,electronics,283
28240,76,2019,4,home appliances,844
28241,28,2018,3,sports items,783
28242,3,2015,3,sports items,375
28243,112,2016,1,electronics,804
28244,129,2015,4,home appliances,250
28245,53,2015,3,sports items,396
28246,107,2019,4,home appliances,299
28247,127,2018,2,digital,115
28248,76,2017,3,sports items,576
28249,50,2016,2,digital,96
28250,100,2016,1,electronics,713
28251,127,2018,4,home appliances,429
28252,139,2016,4,home appliances,202
28253,18,2017,3,sports items,758
28254,69,2014,4,home appliances,126
28255,220,2017,3,sports items,274
28256,42,2015,3,sports items,551
28257,164,2015,3,sports items,98
28258,145,2019,1,electronics,655
28259,72,2014,1,electronics,56
28260,62,2019,3,sports items,264
28261,222,2019,4,home appliances,514
28262,5,2019,3,sports items,782
28263,113,2016,1,electronics,179
28264,215,2018,1,electronics,402
28265,225,2015,3,sports items,897
28266,186,2016,3,sports items,57
28267,22,2016,3,sports items,255
28268,235,2019,3,sports items,167
28269,208,2016,4,home appliances,634
28270,153,2016,1,electronics,721
28271,233,2015,4,home appliances,644
28272,135,2019,4,home appliances,494
28273,92,2019,4,home appliances,276
28274,106,2015,2,digital,733
28275,89,2017,1,electronics,339
28276,6,2014,4,home appliances,238
28277,173,2018,4,home appliances,736
28278,20,2019,2,digital,229
28279,140,2016,3,sports items,919
28280,165,2015,2,digital,735
28281,31,2014,4,home appliances,882
28282,139,2018,2,digital,260
28283,84,2019,2,digital,83
28284,157,2018,3,sports items,169
28285,104,2017,4,home appliances,414
28286,249,2019,2,digital,398
28287,171,2014,4,home appliances,517
28288,86,2018,1,electronics,395
28289,214,2014,2,digital,609
28290,160,2014,4,home appliances,431
28291,40,2015,4,home appliances,272
28292,84,2015,2,digital,594
28293,36,2018,3,sports items,365
28294,220,2018,4,home appliances,688
28295,184,2018,1,electronics,647
28296,32,2016,4,home appliances,163
28297,47,2016,1,electronics,231
28298,202,2019,3,sports items,906
28299,235,2018,2,digital,354
28300,58,2016,4,home appliances,470
28301,50,2017,1,electronics,602
28302,104,2017,1,electronics,467
28303,231,2014,1,electronics,354
28304,126,2017,3,sports items,752
28305,162,2014,1,electronics,128
28306,19,2019,1,electronics,637
28307,237,2014,3,sports items,153
28308,198,2018,3,sports items,646
28309,85,2017,4,home appliances,600
28310,21,2019,1,electronics,228
28311,235,2015,4,home appliances,901
28312,29,2018,3,sports items,629
28313,249,2016,1,electronics,792
28314,102,2016,1,electronics,446
28315,64,2017,3,sports items,413
28316,80,2019,3,sports items,522
28317,169,2015,1,electronics,483
28318,123,2015,4,home appliances,433
28319,2,2017,3,sports items,927
28320,227,2019,4,home appliances,563
28321,77,2018,3,sports items,603
28322,44,2015,2,digital,789
28323,118,2016,4,home appliances,747
28324,246,2014,4,home appliances,395
28325,186,2017,1,electronics,249
28326,230,2014,3,sports items,210
28327,6,2018,2,digital,539
28328,246,2019,2,digital,890
28329,169,2015,4,home appliances,324
28330,203,2018,1,electronics,632
28331,47,2014,4,home appliances,633
28332,50,2018,2,digital,333
28333,137,2015,3,sports items,633
28334,161,2019,3,sports items,787
28335,125,2017,1,electronics,356
28336,238,2018,4,home appliances,344
28337,49,2018,2,digital,312
28338,242,2018,2,digital,592
28339,29,2019,2,digital,788
28340,192,2015,1,electronics,581
28341,246,2019,3,sports items,180
28342,105,2015,2,digital,102
28343,239,2016,1,electronics,771
28344,27,2016,1,electronics,629
28345,53,2017,1,electronics,811
28346,197,2018,3,sports items,395
28347,148,2018,2,digital,872
28348,72,2019,4,home appliances,949
28349,99,2018,3,sports items,323
28350,137,2015,4,home appliances,860
28351,242,2018,2,digital,77
28352,68,2017,3,sports items,829
28353,28,2017,2,digital,175
28354,238,2017,3,sports items,946
28355,124,2019,3,sports items,221
28356,32,2019,4,home appliances,737
28357,168,2014,4,home appliances,657
28358,6,2016,2,digital,878
28359,109,2014,1,electronics,67
28360,123,2014,3,sports items,341
28361,98,2014,2,digital,739
28362,168,2019,3,sports items,551
28363,83,2017,1,electronics,302
28364,238,2017,3,sports items,311
28365,82,2019,1,electronics,792
28366,127,2018,2,digital,564
28367,116,2017,2,digital,757
28368,92,2019,1,electronics,759
28369,231,2016,3,sports items,557
28370,110,2015,3,sports items,874
28371,182,2014,4,home appliances,338
28372,122,2014,2,digital,782
28373,213,2014,3,sports items,411
28374,158,2014,4,home appliances,108
28375,217,2017,1,electronics,131
28376,122,2019,1,electronics,907
28377,98,2019,4,home appliances,813
28378,206,2018,4,home appliances,626
28379,214,2017,2,digital,368
28380,122,2014,1,electronics,243
28381,226,2014,4,home appliances,464
28382,122,2017,1,electronics,440
28383,162,2015,1,electronics,373
28384,239,2015,2,digital,59
28385,32,2018,2,digital,644
28386,202,2015,4,home appliances,906
28387,157,2015,4,home appliances,214
28388,209,2018,2,digital,693
28389,37,2017,4,home appliances,420
28390,12,2018,2,digital,231
28391,20,2018,4,home appliances,166
28392,112,2015,3,sports items,879
28393,101,2015,4,home appliances,861
28394,170,2019,1,electronics,800
28395,124,2014,4,home appliances,502
28396,56,2018,3,sports items,317
28397,63,2014,3,sports items,161
28398,135,2016,3,sports items,64
28399,103,2019,4,home appliances,226
28400,202,2015,1,electronics,750
28401,2,2016,4,home appliances,663
28402,203,2014,3,sports items,259
28403,134,2017,3,sports items,612
28404,77,2017,2,digital,913
28405,74,2016,1,electronics,607
28406,67,2014,3,sports items,128
28407,223,2014,3,sports items,169
28408,218,2019,2,digital,570
28409,62,2015,1,electronics,936
28410,43,2014,4,home appliances,182
28411,39,2016,2,digital,638
28412,2,2015,1,electronics,781
28413,64,2019,3,sports items,777
28414,151,2018,2,digital,611
28415,48,2014,4,home appliances,354
28416,3,2014,4,home appliances,245
28417,225,2017,1,electronics,87
28418,96,2017,3,sports items,257
28419,168,2019,3,sports items,753
28420,150,2014,1,electronics,122
28421,230,2018,4,home appliances,652
28422,71,2014,4,home appliances,667
28423,243,2018,1,electronics,718
28424,18,2015,2,digital,820
28425,32,2016,2,digital,227
28426,83,2018,1,electronics,201
28427,206,2019,1,electronics,545
28428,55,2014,1,electronics,79
28429,162,2016,2,digital,62
28430,17,2019,4,home appliances,435
28431,196,2014,1,electronics,159
28432,248,2016,4,home appliances,214
28433,5,2015,1,electronics,842
28434,4,2016,2,digital,535
28435,82,2017,1,electronics,191
28436,245,2017,1,electronics,116
28437,101,2014,3,sports items,442
28438,171,2015,2,digital,513
28439,248,2017,3,sports items,727
28440,235,2018,2,digital,56
28441,114,2019,4,home appliances,714
28442,243,2019,4,home appliances,328
28443,137,2015,3,sports items,416
28444,209,2016,1,electronics,410
28445,224,2014,3,sports items,69
28446,6,2015,2,digital,304
28447,149,2014,4,home appliances,619
28448,224,2018,3,sports items,935
28449,60,2015,2,digital,947
28450,210,2018,3,sports items,93
28451,15,2019,1,electronics,562
28452,153,2018,1,electronics,928
28453,40,2017,2,digital,759
28454,103,2017,3,sports items,229
28455,124,2014,3,sports items,682
28456,108,2018,4,home appliances,200
28457,143,2018,1,electronics,828
28458,42,2017,3,sports items,242
28459,132,2018,3,sports items,738
28460,205,2016,1,electronics,268
28461,249,2015,2,digital,626
28462,29,2018,4,home appliances,902
28463,44,2015,3,sports items,873
28464,10,2017,4,home appliances,271
28465,24,2019,1,electronics,71
28466,207,2018,2,digital,561
28467,73,2017,2,digital,555
28468,36,2014,4,home appliances,921
28469,7,2015,2,digital,878
28470,31,2014,2,digital,941
28471,30,2017,3,sports items,606
28472,124,2019,1,electronics,52
28473,247,2018,1,electronics,513
28474,215,2014,3,sports items,806
28475,159,2017,3,sports items,937
28476,71,2014,3,sports items,381
28477,95,2019,4,home appliances,651
28478,71,2014,2,digital,211
28479,184,2018,4,home appliances,79
28480,231,2018,4,home appliances,628
28481,73,2018,4,home appliances,882
28482,8,2019,2,digital,118
28483,136,2016,1,electronics,439
28484,246,2017,3,sports items,698
28485,182,2018,2,digital,602
28486,141,2019,2,digital,305
28487,140,2015,2,digital,432
28488,66,2016,2,digital,214
28489,107,2014,1,electronics,132
28490,5,2019,3,sports items,935
28491,182,2018,2,digital,166
28492,18,2017,2,digital,923
28493,222,2018,1,electronics,720
28494,121,2018,2,digital,254
28495,164,2017,1,electronics,621
28496,230,2017,1,electronics,440
28497,198,2016,2,digital,607
28498,183,2018,1,electronics,95
28499,26,2017,2,digital,825
28500,89,2014,3,sports items,166
28501,60,2019,1,electronics,747
28502,229,2014,3,sports items,898
28503,34,2014,2,digital,640
28504,158,2014,4,home appliances,704
28505,105,2019,4,home appliances,659
28506,26,2017,4,home appliances,696
28507,14,2017,1,electronics,352
28508,212,2017,4,home appliances,767
28509,116,2019,2,digital,395
28510,52,2016,3,sports items,441
28511,187,2014,3,sports items,633
28512,223,2014,1,electronics,894
28513,13,2015,4,home appliances,384
28514,12,2019,3,sports items,116
28515,33,2018,3,sports items,759
28516,205,2014,2,digital,215
28517,64,2015,4,home appliances,507
28518,86,2017,2,digital,735
28519,3,2019,1,electronics,390
28520,153,2014,4,home appliances,111
28521,195,2017,2,digital,465
28522,188,2017,2,digital,390
28523,15,2014,3,sports items,356
28524,85,2014,1,electronics,189
28525,127,2016,4,home appliances,374
28526,131,2016,3,sports items,904
28527,115,2019,3,sports items,365
28528,152,2018,2,digital,904
28529,33,2015,2,digital,216
28530,248,2017,3,sports items,191
28531,230,2019,3,sports items,289
28532,183,2015,3,sports items,143
28533,63,2014,3,sports items,143
28534,204,2014,2,digital,804
28535,246,2018,4,home appliances,291
28536,23,2016,2,digital,886
28537,2,2017,4,home appliances,711
28538,75,2019,1,electronics,748
28539,211,2017,3,sports items,301
28540,223,2015,4,home appliances,878
28541,35,2017,4,home appliances,767
28542,101,2015,2,digital,637
28543,84,2017,2,digital,666
28544,157,2015,4,home appliances,355
28545,249,2014,4,home appliances,239
28546,122,2018,2,digital,563
28547,31,2014,2,digital,406
28548,170,2015,2,digital,760
28549,75,2015,3,sports items,575
28550,93,2016,4,home appliances,783
28551,91,2015,3,sports items,585
28552,77,2017,1,electronics,593
28553,105,2018,2,digital,701
28554,68,2014,1,electronics,353
28555,209,2018,4,home appliances,659
28556,42,2017,2,digital,50
28557,171,2015,4,home appliances,878
28558,38,2018,2,digital,78
28559,132,2014,4,home appliances,410
28560,62,2015,3,sports items,918
28561,28,2019,3,sports items,625
28562,171,2016,2,digital,194
28563,1,2014,1,electronics,685
28564,232,2014,3,sports items,698
28565,51,2016,3,sports items,439
28566,211,2014,3,sports items,646
28567,221,2015,2,digital,320
28568,124,2014,2,digital,668
28569,221,2016,4,home appliances,194
28570,44,2014,2,digital,745
28571,99,2014,3,sports items,648
28572,203,2016,4,home appliances,781
28573,157,2014,3,sports items,523
28574,14,2016,3,sports items,188
28575,129,2016,3,sports items,507
28576,228,2014,3,sports items,171
28577,88,2017,1,electronics,445
28578,34,2015,3,sports items,777
28579,226,2014,3,sports items,122
28580,63,2015,4,home appliances,643
28581,14,2014,3,sports items,142
28582,232,2017,2,digital,833
28583,78,2016,1,electronics,555
28584,65,2018,1,electronics,221
28585,193,2018,4,home appliances,860
28586,155,2018,2,digital,816
28587,9,2016,3,sports items,697
28588,37,2016,4,home appliances,230
28589,102,2016,3,sports items,759
28590,39,2014,1,electronics,780
28591,227,2015,1,electronics,79
28592,18,2015,4,home appliances,585
28593,91,2015,3,sports items,356
28594,204,2016,2,digital,657
28595,233,2016,3,sports items,193
28596,222,2014,4,home appliances,861
28597,120,2014,1,electronics,792
28598,126,2014,4,home appliances,555
28599,66,2019,3,sports items,941
28600,194,2019,3,sports items,624
28601,63,2018,4,home appliances,879
28602,157,2015,4,home appliances,381
28603,146,2016,1,electronics,478
28604,127,2014,2,digital,359
28605,216,2018,2,digital,52
28606,244,2014,1,electronics,313
28607,165,2015,1,electronics,321
28608,245,2015,1,electronics,377
28609,4,2017,3,sports items,63
28610,112,2017,2,digital,764
28611,238,2015,2,digital,175
28612,106,2017,1,electronics,782
28613,13,2015,2,digital,884
28614,216,2016,2,digital,199
28615,134,2015,2,digital,785
28616,27,2016,2,digital,219
28617,133,2017,4,home appliances,605
28618,4,2015,2,digital,906
28619,203,2016,1,electronics,653
28620,45,2018,3,sports items,144
28621,27,2017,4,home appliances,326
28622,33,2018,1,electronics,108
28623,20,2017,2,digital,531
28624,56,2019,4,home appliances,177
28625,244,2017,4,home appliances,933
28626,9,2014,2,digital,84
28627,108,2014,4,home appliances,148
28628,57,2016,2,digital,500
28629,49,2017,3,sports items,74
28630,180,2015,4,home appliances,694
28631,229,2018,2,digital,483
28632,24,2017,1,electronics,479
28633,111,2016,2,digital,792
28634,85,2018,3,sports items,334
28635,249,2018,2,digital,831
28636,195,2017,2,digital,557
28637,3,2014,3,sports items,312
28638,138,2015,4,home appliances,851
28639,83,2017,4,home appliances,124
28640,241,2016,2,digital,628
28641,47,2016,4,home appliances,931
28642,202,2019,3,sports items,578
28643,14,2018,3,sports items,899
28644,1,2018,1,electronics,211
28645,210,2016,4,home appliances,820
28646,157,2014,2,digital,818
28647,152,2019,2,digital,167
28648,117,2017,4,home appliances,495
28649,111,2015,3,sports items,524
28650,118,2014,4,home appliances,299
28651,92,2019,2,digital,507
28652,244,2014,3,sports items,196
28653,215,2016,1,electronics,708
28654,230,2014,2,digital,474
28655,194,2016,1,electronics,754
28656,199,2017,2,digital,910
28657,35,2018,1,electronics,124
28658,107,2014,1,electronics,437
28659,138,2017,4,home appliances,516
28660,33,2016,3,sports items,353
28661,197,2018,1,electronics,219
28662,10,2016,4,home appliances,822
28663,212,2014,3,sports items,231
28664,124,2017,3,sports items,249
28665,72,2014,3,sports items,380
28666,192,2017,2,digital,92
28667,172,2018,4,home appliances,575
28668,87,2015,3,sports items,114
28669,51,2016,4,home appliances,902
28670,127,2014,3,sports items,896
28671,165,2018,3,sports items,57
28672,129,2018,4,home appliances,267
28673,29,2015,2,digital,690
28674,9,2014,4,home appliances,495
28675,137,2015,2,digital,904
28676,245,2016,1,electronics,865
28677,85,2016,4,home appliances,394
28678,77,2015,4,home appliances,746
28679,153,2015,1,electronics,841
28680,178,2015,3,sports items,50
28681,182,2016,2,digital,508
28682,64,2018,1,electronics,201
28683,6,2014,3,sports items,99
28684,87,2017,4,home appliances,896
28685,62,2015,1,electronics,66
28686,87,2017,1,electronics,531
28687,154,2018,3,sports items,753
28688,204,2017,1,electronics,486
28689,63,2016,3,sports items,562
28690,84,2016,4,home appliances,468
28691,81,2017,3,sports items,744
28692,36,2016,1,electronics,849
28693,77,2016,3,sports items,857
28694,79,2017,4,home appliances,433
28695,132,2018,2,digital,749
28696,195,2016,3,sports items,392
28697,124,2017,4,home appliances,817
28698,165,2015,4,home appliances,230
28699,5,2016,3,sports items,600
28700,85,2018,1,electronics,874
28701,120,2016,2,digital,306
28702,84,2014,4,home appliances,579
28703,188,2014,3,sports items,553
28704,153,2017,1,electronics,394
28705,204,2019,3,sports items,237
28706,151,2014,4,home appliances,153
28707,229,2014,1,electronics,427
28708,126,2016,1,electronics,113
28709,165,2019,2,digital,847
28710,55,2017,1,electronics,709
28711,97,2014,3,sports items,837
28712,235,2017,1,electronics,154
28713,140,2014,1,electronics,159
28714,209,2014,1,electronics,277
28715,11,2017,4,home appliances,459
28716,18,2014,2,digital,91
28717,101,2014,3,sports items,366
28718,50,2014,1,electronics,365
28719,208,2017,2,digital,753
28720,186,2015,3,sports items,758
28721,140,2016,4,home appliances,567
28722,113,2018,1,electronics,485
28723,136,2016,1,electronics,297
28724,139,2017,3,sports items,391
28725,40,2014,2,digital,370
28726,83,2017,3,sports items,343
28727,158,2018,3,sports items,244
28728,151,2016,1,electronics,453
28729,78,2016,3,sports items,505
28730,129,2019,2,digital,111
28731,22,2019,4,home appliances,700
28732,93,2018,4,home appliances,588
28733,109,2014,3,sports items,365
28734,23,2017,2,digital,859
28735,146,2018,4,home appliances,270
28736,95,2019,1,electronics,330
28737,184,2018,1,electronics,142
28738,190,2016,4,home appliances,681
28739,180,2019,2,digital,323
28740,206,2017,4,home appliances,373
28741,175,2019,4,home appliances,521
28742,87,2016,2,digital,441
28743,176,2019,4,home appliances,681
28744,240,2018,4,home appliances,99
28745,68,2018,3,sports items,283
28746,167,2018,4,home appliances,649
28747,79,2016,4,home appliances,649
28748,206,2016,4,home appliances,851
28749,156,2016,1,electronics,743
28750,198,2017,3,sports items,594
28751,248,2017,2,digital,657
28752,121,2016,2,digital,898
28753,36,2019,2,digital,375
